Tow Date,Vehicle Year,Vehicle Make,Vehicle Model,Notes,Location,City,lon,lat,Reason for tow,Trade Name,Merchant,Address,lot_lon,lot_lat,tow_dist
2024-04-12,2022.0,HOND,PIL,NOP // HENRYS 301-869-4800 // TCL,16128 COLUMBUS AVE,DERWOOD,-77.16610398,39.124403996,NOP,Henry's Wrecker Service,Henry's Wrecker Service,"8321 Beechcraft Avenue, Gaithersburg, MD 20879",-77.169829435875,39.167950088781,6927.6
2023-04-17,2014.0,LEXS,LS250,FIRELANE // DIVERSIFIED // 301-881-8035 // TCL,12205 ACADEMY WAY,ROCKVILLE,-77.10707,39.05673,FIRE,Diversified Recovery,Diversified Recovery,"12527 Parklawn Drive, Rockville, MD 20852",-77.117447177077,39.061616842557,1296.4
2023-06-01,2021.0,HOND,CRV,NOP// HENRYS 301 869 4800 TCL,19002 MILLS CHOICE RD,MONTGOMERY VILLAGE,-77.208811034,39.168040016,NOP,Henry's Wrecker Service,Henry's Wrecker Service,"8321 Beechcraft Avenue, Gaithersburg, MD 20879",-77.169829435875,39.167950088781,4224.7
2022-10-09,2013.0,DODG,DAR,EXP PERMIT / HENRYS 301-927-0007 / TCL,1131 UNIVERSITY BLVD W,SILVER SPRING,-77.02957,39.03749,NOP,Henry's Wrecker Service,Henry's Wrecker Service,"8321 Beechcraft Avenue, Gaithersburg, MD 20879",-77.169829435875,39.167950088781,22829.5
2021-12-31,2014.0,NISS,ALT,DRIVE TOWING 301-585-8808  BLOCKING THE ENTRANCE // TCL  OWNER NOTIF,25 E WAYNE AVE,SILVER SPRING,-77.00886,39.00038,PKG,Drive Towing,Drive Towing,"14608 Old Gunpowder Rd, Laurel, MD 20707",-76.915644786956,39.088537803649,15769.8
2022-06-27,2000.0,HOND,CIV,NO PERMIT // HENRYS // 301-869-4800 // TCL,17721 TOPFIELD DR,GAITHERSBURG,-77.16708,39.14517,NOP,Henry's Wrecker Service,Henry's Wrecker Service,"8321 Beechcraft Avenue, Gaithersburg, MD 20879",-77.169829435875,39.167950088781,4134.4
2023-12-15,2005.0,VOLV,S40,NO PERMIT  HENRYS@301-869-4800//TCL,10905 AMHERST AVE,SILVER SPRING,-77.047510025,39.03539401,NOP,Henry's Wrecker Service,Henry's Wrecker Service,"8321 Beechcraft Avenue, Gaithersburg, MD 20879",-77.169829435875,39.167950088781,20969.6
2022-07-02,2014.0,TOYT,COA,EXP PERM // HENRY'S 301-869-4800 // TCL,3411 GATESHEAD MANOR WAY,SILVER SPRING,-76.93637,39.07841,EXP,Henry's Wrecker Service,Henry's Wrecker Service,"8321 Beechcraft Avenue, Gaithersburg, MD 20879",-77.169829435875,39.167950088781,31107.8
2023-07-27,2015.0,JEEP,CHK,08-01 TO VRS BY BIG TOW 301 424 4869 // 23-3228,6852 SILVER LINDEN ST,BETHESDA,,,,Big Tow,Big Tow,"375 Derwood Circle, Rockville, MD 20850",-77.152902935128,39.105768671141,
2024-04-14,2019.0,DODG,R15,HENRYS // TCL // 301-869-4800 // NOP,15251 SIESTA KEY WAY,ROCKVILLE,-77.193775995,39.105928018,NOP,Henry's Wrecker Service,Henry's Wrecker Service,"8321 Beechcraft Avenue, Gaithersburg, MD 20879",-77.169829435875,39.167950088781,9934.5
2023-04-21,2012.0,DODG,DAR,NO OVERNIGHT PARKING  HENRYS 301 869 4800,192 HALPINE RD,ROCKVILLE,-77.12658,39.06048,PKG,Henry's Wrecker Service,Henry's Wrecker Service,"8321 Beechcraft Avenue, Gaithersburg, MD 20879",-77.169829435875,39.167950088781,14997.9
2023-12-21,2023.0,TESL,MODEL Y,NOP // HENRY'S // 301-869-4800 // TCL,8200 DIXON AVE,SILVER SPRING,-77.02833399,38.99177798,NOP,Henry's Wrecker Service,Henry's Wrecker Service,"8321 Beechcraft Avenue, Gaithersburg, MD 20879",-77.169829435875,39.167950088781,31807.1
2022-09-27,2000.0,CHEV,PRI,PARKED IN RESERVED SPOT 915 / MANAGEMENT REQUEST / HENRYS 301 869 4800 / TCL,11915 OLD COLUMBIA PIKE,SILVER SPRING,-76.97637,39.0524,PKG,Henry's Wrecker Service,Henry's Wrecker Service,"8321 Beechcraft Avenue, Gaithersburg, MD 20879",-77.169829435875,39.167950088781,32817.5
2023-03-19,2018.0,HYUN,ELN,WALK OFF  HENRYS@301-927-0007//TCL,909 THAYER AVE,SILVER SPRING,-77.02486,38.99304,PKG,Henry's Wrecker Service,Henry's Wrecker Service,"8321 Beechcraft Avenue, Gaithersburg, MD 20879",-77.169829435875,39.167950088781,31673.0
2021-07-03,2019.0,TOYT,TAC,NO PERMIT // AUTHORIZE 3015624020 TCL,655 ELMCROFT BLVD,ROCKVILLE,-77.16572,39.11461,NOP,Authorized Towing,Authorized Towing,"8011 Beechcraft Avenue, Gaithersburg, MD 20879",-77.16376838374,39.164402180848,7287.0
2022-04-29,2013.0,NISS,ROG,PKG HC // AUTHORIZED 301-562-4020 TCL,14120 WEEPING WILLOW DR,SILVER SPRING,-77.06679,39.0894,PKG,Diversified Recovery,Diversified Recovery,"12527 Parklawn Drive, Rockville, MD 20852",-77.117447177077,39.061616842557,7037.0
2021-07-22,2006.0,FORD,XPL,HENRY'S 301-927-0007  PARKED IN 2 SPACES// TCL,1131 UNIVERSITY BLVD W,SILVER SPRING,-77.02957,39.03749,PKG,Henry's Wrecker Service,Henry's Wrecker Service,"8321 Beechcraft Avenue, Gaithersburg, MD 20879",-77.169829435875,39.167950088781,22829.5
2021-10-17,2017.0,HOND,CIV,AUTHORIZED 301-562-4020  TCL // NO PERMIT,925 CLOPPER RD,GAITHERSBURG,-77.22738,39.14551,PVT,Authorized Towing,Authorized Towing,"8011 Beechcraft Avenue, Gaithersburg, MD 20879",-77.16376838374,39.164402180848,8230.7
2021-09-09,2013.0,NISS,ALT,EXPIRED TAGS // SPEEDY // 301-588-1322 // TCL,4809 TOTHILL DR,OLNEY,-77.09731,39.16166,PKG,Speedy Towing,Speedy Towing,"15101 Southlawn Lane, Rockville, MD 20850",-77.133395924877,39.104344476742,9515.7
2022-04-22,2012.0,MAZD,MZ3,PARKED IN HANDICAP SPACE W/ EXP PERMIT // HENRY 301-869-4800 // TCL,9309 WILLOW CREEK DR,MONTGOMERY VILLAGE,-77.19302,39.15631,EXP,Henry's Wrecker Service,Henry's Wrecker Service,"8321 Beechcraft Avenue, Gaithersburg, MD 20879",-77.169829435875,39.167950088781,3800.6
2022-04-23,2003.0,TOYT,CAM,PRV // HENRY'S TOWING 301 927 0007 // TCL,909 THAYER AVE,SILVER SPRING,-77.02486,38.99304,PVT,Henry's Wrecker Service,Henry's Wrecker Service,"8321 Beechcraft Avenue, Gaithersburg, MD 20879",-77.169829435875,39.167950088781,31673.0
2024-02-06,2023.0,MERZ,,NO PERMIT DISPLAYED // HENRY'S 301-869-4800 // TCL,10401 MOTOR CITY DR,BETHESDA,-77.14294101,39.027237999,NOP,Henry's Wrecker Service,Henry's Wrecker Service,"8321 Beechcraft Avenue, Gaithersburg, MD 20879",-77.169829435875,39.167950088781,21578.0
2022-05-19,2015.0,INFI,,,1131 UNIVERSITY BLVD W,SILVER SPRING,-77.02957,39.03749,NOP,Henry's Wrecker Service,Henry's Wrecker Service,"8321 Beechcraft Avenue, Gaithersburg, MD 20879",-77.169829435875,39.167950088781,22829.5
2023-08-01,2011.0,BMW,G30,AUTHORIZED 301-562-4020 // NOP // TCL,805 QUINCE ORCHARD BLVD,GAITHERSBURG,-77.227720021,39.142624996,NOP,Authorized Towing,Authorized Towing,"8011 Beechcraft Avenue, Gaithersburg, MD 20879",-77.16376838374,39.164402180848,8453.5
2024-06-03,2018.0,GMC,YUK,PRV (WALK OFF) // AUBURN 301-977-2740 // TCL,4809 AUBURN AVE,BETHESDA,-77.099473969,38.990727979,PVT,"Auburn Towing, Inc.","Auburn Towing, Inc.","375 Derwood Circle, Rockville, MD 20850",-77.152902935128,39.105768671141,17892.8
2022-08-18,2011.0,MERZ,C30,NOP// SPEEDY// 301.588.1322// TCL,20700 CRYSTAL HILL CIR,GERMANTOWN,-77.27652,39.19795,NOP,Speedy Towing,Speedy Towing,"15101 Southlawn Lane, Rockville, MD 20850",-77.133395924877,39.104344476742,20635.1
2022-07-23,2016.0,FORD,XPL,NOP // AUTHORIZED 301-562-4020 // TCL,805 QUINCE ORCHARD BLVD,GAITHERSBURG,-77.22856,39.14058,NOP,Authorized Towing,Authorized Towing,"8011 Beechcraft Avenue, Gaithersburg, MD 20879",-77.16376838374,39.164402180848,8508.0
2023-03-19,2012.0,TOYT,CAM,NOP SPEEDY 301-588-1322 TCL,18316 STREAMSIDE DR,GAITHERSBURG,-77.16808,39.15548,NOP,Speedy Towing,Speedy Towing,"15101 Southlawn Lane, Rockville, MD 20850",-77.133395924877,39.104344476742,10038.7
2023-02-22,2016.0,TOYT,SNA,NO PERMIT // HERNYS // 301-869-4800 // TCL,12929 KITCHEN HOUSE WAY,GERMANTOWN,-77.26623,39.15286,NOP,Henry's Wrecker Service,Henry's Wrecker Service,"8321 Beechcraft Avenue, Gaithersburg, MD 20879",-77.169829435875,39.167950088781,11417.3
2023-01-29,2009.0,HOND,ACC,NO PERMIT// AUTHORIZED 301 562 4020 // TCL,2344 JONES LN,SILVER SPRING,-77.04827,39.05392,NOP,Authorized Towing,Authorized Towing,"8011 Beechcraft Avenue, Gaithersburg, MD 20879",-77.16376838374,39.164402180848,17997.2
2024-03-01,2014.0,JEEP,PAT,"AUTHORIZED TOWING 301 562 4020, EXP,  BACK TO THE LOT //",13831 CASTLE BLVD,SILVER SPRING,-76.942033999,39.082356011,EXP,Authorized Towing,Authorized Towing,"8011 Beechcraft Avenue, Gaithersburg, MD 20879",-77.16376838374,39.164402180848,29860.6
2022-12-13,2018.0,TOYT,RAV,RESERVED PKG MILLERS 301-602-0389 TCL,404 CHRISTOPHER AVE,GAITHERSBURG,-77.21195,39.15889,,"Millers's Towing & Recovery, LLC","Millers's Towing & Recovery, LLC","18625 Mooney Drive, Gaithersburg, MD 20879",-77.165309428477,39.1625786911,5931.3
2022-04-02,2017.0,ACUR,RDX,NO PERMIT  MILLERS TOWING & RECOVERY@301-602-0392//TCL,404 CHRISTOPHER AVE,GAITHERSBURG,-77.21195,39.15889,NOP,"Millers's Towing & Recovery, LLC","Millers's Towing & Recovery, LLC","18625 Mooney Drive, Gaithersburg, MD 20879",-77.165309428477,39.1625786911,5931.3
2021-08-01,2017.0,CHRY,300,HENRYS 3018694800  RESERVED SPOT   TCL,9128 CENTERWAY RD,GAITHERSBURG,-77.18851,39.16823,PKG,Henry's Wrecker Service,Henry's Wrecker Service,"8321 Beechcraft Avenue, Gaithersburg, MD 20879",-77.169829435875,39.167950088781,2074.4
2024-02-19,2009.0,NISS,MAX,PARKED IN NO PAARKING ZONE AUTH TCL 301-562-4020,19757 CRYSTAL ROCK DR,GERMANTOWN,-77.261135987,39.179386012,PKG,Authorized Towing,Authorized Towing,"8011 Beechcraft Avenue, Gaithersburg, MD 20879",-77.16376838374,39.164402180848,13230.6
2021-12-12,2020.0,VOLK,JET,NOP// HENRYS// 301 869 4800 //TCL,70 UPPER ROCK CIR,ROCKVILLE,-77.157,39.104,NOP,Henry's Wrecker Service,Henry's Wrecker Service,"8321 Beechcraft Avenue, Gaithersburg, MD 20879",-77.169829435875,39.167950088781,9138.8
2022-02-08,2016.0,NISS,RGE,NOP  HENRYS 301-869-4800  TCL,189 HALPINE RD,ROCKVILLE,-77.12458,39.06154,NOP,Henry's Wrecker Service,Henry's Wrecker Service,"8321 Beechcraft Avenue, Gaithersburg, MD 20879",-77.169829435875,39.167950088781,14788.6
2023-06-15,2015.0,HYUN,SON,REASON: NOP//HENRYS/301-869-4800/TCL,255 N WASHINGTON ST,ROCKVILLE,-77.15270198699994,39.08733201200005,NOP,Henry's Wrecker Service,Henry's Wrecker Service,"8321 Beechcraft Avenue, Gaithersburg, MD 20879",-77.169829435875,39.167950088781,11032.1
2024-04-23,2018.0,FORD,F150,PARKED IN RESERVED SPACE AUTH TOW TCL 301-562-4020,700 CLOPPER RD,GAITHERSBURG,-77.225330005,39.143609996,PKG,Authorized Towing,Authorized Towing,"8011 Beechcraft Avenue, Gaithersburg, MD 20879",-77.16376838374,39.164402180848,8014.8
2023-04-05,2021.0,TOYT,RAV,NO PERMIT // AUTHORIZED // 301-562-4020 // TCL,370 E DIAMOND AVE,GAITHERSBURG,-77.19116,39.14214,NOP,Authorized Towing,Authorized Towing,"8011 Beechcraft Avenue, Gaithersburg, MD 20879",-77.16376838374,39.164402180848,5393.4
2022-12-03,2003.0,HOND,ACC,EXP TAGS  AUBURN 301-977-2740  TCL,9400 MERUST LN,GAITHERSBURG,-77.19409,39.17914,PKG,"Auburn Towing, Inc.","Auburn Towing, Inc.","375 Derwood Circle, Rockville, MD 20850",-77.152902935128,39.105768671141,10331.2
2022-07-30,2017.0,HOND,CIV,FIRE  SPEEDY 301-588-1322  TCL,8715 PINEY BRANCH RD,SILVER SPRING,-76.99653,38.99897,FIRE,Speedy Towing,Speedy Towing,"15101 Southlawn Lane, Rockville, MD 20850",-77.133395924877,39.104344476742,21004.4
2022-06-19,2021.0,TOYT,CAM,NOP  AUTHORIZED 301 562 4020,22551 CABIN BRANCH AVE,CLARKSBURG,-77.28681,39.22318,NOP,Authorized Towing,Authorized Towing,"8011 Beechcraft Avenue, Gaithersburg, MD 20879",-77.16376838374,39.164402180848,17516.7
2024-03-09,2014.0,HOND,ACC,PRIV PROP // SPEEDY // 301 588 1322 // TCL,8109 MAYOR LN,SILVER SPRING,-77.025702995,38.991265008,PVT,Speedy Towing,Speedy Towing,"15101 Southlawn Lane, Rockville, MD 20850",-77.133395924877,39.104344476742,18102.5
2023-01-04,2018.0,TESL,3,EXP PERMIT// AUTHORIZED 301 562 4020// TCL,10914 GEORGIA AVE,SILVER SPRING,-77.0496,39.03531,PKG,Authorized Towing,Authorized Towing,"8011 Beechcraft Avenue, Gaithersburg, MD 20879",-77.16376838374,39.164402180848,20992.4
2021-09-07,2010.0,TOYT,RAV,FIRE LANE // HENRY'S 301-927-0007 // TCL,9039 SLIGO CREEK PKWY,SILVER SPRING,-77.01447,39.00369,FIRE,Henry's Wrecker Service,Henry's Wrecker Service,"8321 Beechcraft Avenue, Gaithersburg, MD 20879",-77.169829435875,39.167950088781,33101.5
2022-02-22,2016.0,HYUN,SON,INOP VEH / WRECKED VEH / MGMT REQ // HENRY'S // 301-869-4800 // TCL,SHADOW OAK DR / SHADOW OAK CT,MONTGOMERY VILLAGE,,,DAV,Henry's Wrecker Service,Henry's Wrecker Service,"8321 Beechcraft Avenue, Gaithersburg, MD 20879",-77.169829435875,39.167950088781,
2022-05-12,2007.0,TOYT,HGH,NOP // AUTHO // 301 562 4020 // TCL,38 N SUMMIT DR,GAITHERSBURG,-77.19126,39.14497,NOP,Authorized Towing,Authorized Towing,"8011 Beechcraft Avenue, Gaithersburg, MD 20879",-77.16376838374,39.164402180848,5754.2
2022-04-07,2013.0,AUDI,A4,UNAUTHORIZED PARKING / NOP // HENRYS @ 301.927.0007 // TCL,4906 DEL RAY AVE,BETHESDA,-77.09904,38.9896,NOP,Henry's Wrecker Service,Henry's Wrecker Service,"8321 Beechcraft Avenue, Gaithersburg, MD 20879",-77.169829435875,39.167950088781,25899.0
2023-07-08,2013.0,NISS,MUR,REASON : RESD PARKED IN VISITOR SPACE   TOW CO SPEEDY TOWING  301-588-1322  TCL,WHEELWRIGHT DR / APPLE RIDGE RD,MONTGOMERY VILLAGE,-77.212098721,39.182620137,PKG,Speedy Towing,Speedy Towing,"15101 Southlawn Lane, Rockville, MD 20850",-77.133395924877,39.104344476742,14450.4
2023-04-20,2004.0,HOND,CRV,NO PERMIT // HENRYS 301 927 0007 // TCL,8401 MANCHESTER RD,SILVER SPRING,-77.00518,38.99759,NOP,Henry's Wrecker Service,Henry's Wrecker Service,"8321 Beechcraft Avenue, Gaithersburg, MD 20879",-77.169829435875,39.167950088781,34320.6
2021-10-30,2021.0,TOYT,CAM,REASON FOR TOW: EXPIRED PERMIT  TOW CO: HENRYS 301 869 4800....GOING TO TCL,19550 WATERS RD,GERMANTOWN,-77.27313,39.17653,NOP,Henry's Wrecker Service,Henry's Wrecker Service,"8321 Beechcraft Avenue, Gaithersburg, MD 20879",-77.169829435875,39.167950088781,12661.9
2021-09-04,2010.0,MAZD,MZ3,,475 SOUTHAMPTON DR,SILVER SPRING,-76.9842,39.00617,FIRE,Drive Towing,Drive Towing,"14608 Old Gunpowder Rd, Laurel, MD 20707",-76.915644786956,39.088537803649,12472.8
2021-10-21,2013.0,CHEV,CRU,NOP- AUTHORIZED- 301-562-4020- TCL,923 CLOPPER RD,GAITHERSBURG,-77.22733,39.14548,NOP,Authorized Towing,Authorized Towing,"8011 Beechcraft Avenue, Gaithersburg, MD 20879",-77.16376838374,39.164402180848,8225.1
2022-11-02,2017.0,HYUN,SON,REASON: NOP//AUTHORIZED/301-562-4020/TCL,13831 CASTLE BLVD,SILVER SPRING,-76.94276,39.0822,NOP,Authorized Towing,Authorized Towing,"8011 Beechcraft Avenue, Gaithersburg, MD 20879",-77.16376838374,39.164402180848,29755.2
2022-04-20,2015.0,BMW,428,"NOP  HENRY' S,   301-869-4800, TCL",2350 COBBLE HILL TER,SILVER SPRING,-77.04906,39.03671,NOP,Henry's Wrecker Service,Henry's Wrecker Service,"8321 Beechcraft Avenue, Gaithersburg, MD 20879",-77.169829435875,39.167950088781,21098.9
2023-03-21,2011.0,HYUN,SON,NOP// HENRYS 301 869 4800// TCL,WALKERS CHOICE RD / MONTGOMERY VILLAGE AVE,MONTGOMERY VILLAGE,-77.20214,39.16146,NOP,Henry's Wrecker Service,Henry's Wrecker Service,"8321 Beechcraft Avenue, Gaithersburg, MD 20879",-77.169829435875,39.167950088781,4302.3
2023-11-04,2021.0,ACUR,RDX,ILEGALLY PARKED. NOT IN A PKG SPACE// SPEEDY TOWING 301 588 1322 // TCL,8204 FENTON ST,SILVER SPRING,-77.024229959,38.99194302,PKG,Speedy Towing,Speedy Towing,"15101 Southlawn Lane, Rockville, MD 20850",-77.133395924877,39.104344476742,18246.1
2022-09-11,2008.0,NISS,VRS,HENRYS 301-869-4800 // UNAUTH PKG // TCL,3954 BEL PRE RD,SILVER SPRING,-77.07718,39.09194,PVT,Henry's Wrecker Service,Henry's Wrecker Service,"8321 Beechcraft Avenue, Gaithersburg, MD 20879",-77.169829435875,39.167950088781,13327.1
2023-10-15,2013.0,NISS,ALT,NOP-HENRY'S-301-869-4800- TCL,11225 OAK LEAF DR,SILVER SPRING,-76.994359036,39.040621006,NOP,Henry's Wrecker Service,Henry's Wrecker Service,"8321 Beechcraft Avenue, Gaithersburg, MD 20879",-77.169829435875,39.167950088781,30446.0
2022-05-27,2022.0,TOYT,RAV,,2526 UNIVERSITY BLVD W,SILVER SPRING,-77.05251,39.04084,PKG,"Millers's Towing & Recovery, LLC","Millers's Towing & Recovery, LLC","18625 Mooney Drive, Gaithersburg, MD 20879",-77.165309428477,39.1625786911,19554.5
2023-11-18,2002.0,TOYT,CAM,NOP // HENRYS 301-869-4800 // TCL,18904 MILLS CHOICE RD,MONTGOMERY VILLAGE,-77.208478021,39.167196001,NOP,Henry's Wrecker Service,Henry's Wrecker Service,"8321 Beechcraft Avenue, Gaithersburg, MD 20879",-77.169829435875,39.167950088781,4295.6
2023-08-04,2022.0,DODG,,RAM PROMASTER  NO COMM VEHS // BIG TOW 301-424-4869 // TCL,14414 INNSBRUCK CT,SILVER SPRING,-77.048168004,39.092702004,PKG,Big Tow,Big Tow,"375 Derwood Circle, Rockville, MD 20850",-77.152902935128,39.105768671141,10823.7
2023-06-20,,FORD,F10,NO PERMIT  SPEEDY - 301-588-1322  BACK TO LOT,2386 GLENMONT CIR,SILVER SPRING,-77.04897995899995,39.05706998800008,NOP,Speedy Towing,Speedy Towing,"15101 Southlawn Lane, Rockville, MD 20850",-77.133395924877,39.104344476742,12150.7
2023-10-08,2006.0,HOND,ODY,PRV - BLOCKING ALLY // HENRY'S TOWING 301 869 4800 // TCL,12608 LAYHILL RD,SILVER SPRING,-77.05031704,39.063858995,PVT,Henry's Wrecker Service,Henry's Wrecker Service,"8321 Beechcraft Avenue, Gaithersburg, MD 20879",-77.169829435875,39.167950088781,17568.3
2022-02-27,2013.0,FORD,F15,FIRE LANE // HENRY'S 301 869 4800 TCL,APPERSON WAY / APPERSON PL,GERMANTOWN,,,FIRE,Henry's Wrecker Service,Henry's Wrecker Service,"8321 Beechcraft Avenue, Gaithersburg, MD 20879",-77.169829435875,39.167950088781,
2022-09-03,,CHEV,SLV,REASON: VEH MOVED TO DIFF LOC PER MGMT REQ//RELOCATED TO BACK PARKING LOT BY THE BASKETBALL CT//HENRYS/301-869-4800,504 E DIAMOND AVE,GAITHERSBURG,-77.18409,39.14115,PKG,Henry's Wrecker Service,Henry's Wrecker Service,"8321 Beechcraft Avenue, Gaithersburg, MD 20879",-77.169829435875,39.167950088781,5452.8
2021-07-20,2018.0,BMW,430I,HENRYS 301-869-4800 // PARKED IN HANDICAP SPACE // TCL,22461 CABIN BRANCH AVE,CLARKSBURG,-77.2855,39.22212,PKG,Henry's Wrecker Service,Henry's Wrecker Service,"8321 Beechcraft Avenue, Gaithersburg, MD 20879",-77.169829435875,39.167950088781,16952.2
2023-01-14,1991.0,CHEV,GMT400,NO PERMIT // AUTHORIZED // 301 562 4020 // TCL,38 N SUMMIT DR,GAITHERSBURG,-77.19126,39.14497,NOP,Authorized Towing,Authorized Towing,"8011 Beechcraft Avenue, Gaithersburg, MD 20879",-77.16376838374,39.164402180848,5754.2
2023-02-11,2023.0,MAZD,CX5,PARKING // HENRYS // 301-869-4800 // TCL,18841 BENT WILLOW CIR,GERMANTOWN,-77.26179,39.16573,PKG,Henry's Wrecker Service,Henry's Wrecker Service,"8321 Beechcraft Avenue, Gaithersburg, MD 20879",-77.169829435875,39.167950088781,12515.8
2024-04-22,2014.0,HOND,ACC,PKG // HENRYS 301-869-4800 // TCL,5901 MONTROSE RD,ROCKVILLE,-77.118849995,39.053527,PKG,Henry's Wrecker Service,Henry's Wrecker Service,"8321 Beechcraft Avenue, Gaithersburg, MD 20879",-77.169829435875,39.167950088781,19105.9
2023-08-31,2000.0,TOYT,,PRV - EXPIRED PERMIT // AUTHORIZED TOWING 301 562 4020 // TCL,19757 CRYSTAL ROCK DR,GERMANTOWN,-77.261135987,39.179386012,PVT,Authorized Towing,Authorized Towing,"8011 Beechcraft Avenue, Gaithersburg, MD 20879",-77.16376838374,39.164402180848,13230.6
2022-10-17,2016.0,HOND,CIV,DOUBLE PARKED // DRIVE // 301-585-8808 // TCL,8619 PINEY BRANCH RD,SILVER SPRING,-76.99979,38.99776,PKG,Drive Towing,Drive Towing,"14608 Old Gunpowder Rd, Laurel, MD 20707",-76.915644786956,39.088537803649,14273.2
2024-05-26,2020.0,LNDR,DIS,VISITOR IN REIDENT SPACE / SPEEDY / 301 588 1322 / TCL,14103 FALL ACRE CT,SILVER SPRING,-77.057047038,39.107006015,PKG,Speedy Towing,Speedy Towing,"15101 Southlawn Lane, Rockville, MD 20850",-77.133395924877,39.104344476742,9907.9
2023-01-19,2016.0,CHEV,CRZ,NO PERMIT// AUTHORIZED 301 562 4020// TCL,720 CLOPPER RD,GAITHERSBURG,-77.22573,39.14463,NOP,Authorized Towing,Authorized Towing,"8011 Beechcraft Avenue, Gaithersburg, MD 20879",-77.16376838374,39.164402180848,8057.6
2024-02-25,2022.0,HYUN,,FIRE LANE// HENRYS 301-927-0007//TCL,4900 BATTERY LN,BETHESDA,-77.099156965,38.99200601,PKG,Henry's Wrecker Service,Henry's Wrecker Service,"8321 Beechcraft Avenue, Gaithersburg, MD 20879",-77.169829435875,39.167950088781,25703.9
2022-05-08,2020.0,TOYT,CAM,HENRYS 3018694800  INV PERMIT   TCL,18802 WALKERS CHOICE RD,MONTGOMERY VILLAGE,-77.20488,39.16418,NOP,Henry's Wrecker Service,Henry's Wrecker Service,"8321 Beechcraft Avenue, Gaithersburg, MD 20879",-77.169829435875,39.167950088781,4316.5
2024-01-23,2010.0,GMC,CAN,"AUTHORIZED (301) 562-4020, NOP, BACK TO THE LOT //",9910 GABLE RIDGE TER,ROCKVILLE,-77.206746761,39.108150993,NOP,Authorized Towing,Authorized Towing,"8011 Beechcraft Avenue, Gaithersburg, MD 20879",-77.16376838374,39.164402180848,11209.0
2024-03-11,2015.0,HOND,CIV,NOP   AUTHORIZED 301-562-4020  TCL,38 N SUMMIT DR,GAITHERSBURG,-77.190078989,39.145865021,NOP,Authorized Towing,Authorized Towing,"8011 Beechcraft Avenue, Gaithersburg, MD 20879",-77.16376838374,39.164402180848,5759.9
2023-04-24,2020.0,HOND,ACC,"PKG  AUBURN,   301-977-2740, TCL",18634 BAY LEAF WAY,GERMANTOWN,-77.26422999899995,39.16129698500004,PKG,"Auburn Towing, Inc.","Auburn Towing, Inc.","375 Derwood Circle, Rockville, MD 20850",-77.152902935128,39.105768671141,12858.2
2024-04-16,2020.0,JEEP,WRG,HENRYS TOW 301-927-0007 // NOP // TCL,2425 BLUERIDGE AVE,SILVER SPRING,-77.051407023,39.043255019,NOP,Henry's Wrecker Service,Henry's Wrecker Service,"8321 Beechcraft Avenue, Gaithersburg, MD 20879",-77.169829435875,39.167950088781,19561.9
2023-06-05,2016.0,JEEP,CMP,PARKED IN FIRE LANE // HENRY'S 301-869-4800 // TCL,882 WEST SIDE DR,GAITHERSBURG,-77.20350202,39.126031007,FIRE,Henry's Wrecker Service,Henry's Wrecker Service,"8321 Beechcraft Avenue, Gaithersburg, MD 20879",-77.169829435875,39.167950088781,8260.2
2022-05-12,1997.0,TOYT,CAM,PARKED IN HANDICAPPED SPACE W/O PLACARD // HENRY'S // 301 869 4800 // TCL,9603 MARATHON TER,GAITHERSBURG,-77.19498,39.1125,PKG,Henry's Wrecker Service,Henry's Wrecker Service,"8321 Beechcraft Avenue, Gaithersburg, MD 20879",-77.169829435875,39.167950088781,11923.5
2023-08-09,2016.0,TOYT,HGH,NOP // AUTHORIZED 301-562-4020 // TCL,1699 YALE PL,ROCKVILLE,-77.160783986,39.102842011,NOP,Authorized Towing,Authorized Towing,"8011 Beechcraft Avenue, Gaithersburg, MD 20879",-77.16376838374,39.164402180848,9357.0
2021-08-13,2017.0,HOND,CRV,NOP // DIVERSIFIED @ 301-881-8035 // TCL,13229 STRAVINSKY TER,SILVER SPRING,-76.95058,39.07264,NOP,Diversified Recovery,Diversified Recovery,"12527 Parklawn Drive, Rockville, MD 20852",-77.117447177077,39.061616842557,16540.7
2024-04-14,2009.0,MITS,LAN,HENRYS // TCL // 301-869-4800 // NOP,8621 GEORGIA AVE,SILVER SPRING,-77.028789966,38.997295997,NOP,Henry's Wrecker Service,Henry's Wrecker Service,"8321 Beechcraft Avenue, Gaithersburg, MD 20879",-77.169829435875,39.167950088781,31042.9
2023-10-28,2015.0,NISS,ALT,,7681 LAYTONIA DR,GAITHERSBURG,-77.156363035,39.15404601,NOP,Big Tow,Big Tow,"375 Derwood Circle, Rockville, MD 20850",-77.152902935128,39.105768671141,7496.1
2023-05-31,2017.0,MERZ,E300,CAN'T SEE VIN // TAKING UP TWO PARKING SPACES // HENRY'S // 301-869-4800 // TCL,11215 GEORGIA AVE,SILVER SPRING,-77.05059,39.03977,PKG,Henry's Wrecker Service,Henry's Wrecker Service,"8321 Beechcraft Avenue, Gaithersburg, MD 20879",-77.169829435875,39.167950088781,20617.8
